B201_level,B202_level,B203_level,B204_level,valve_in0,valve_in1,valve_in2,valve_out,valve_pump_tank_B201,valve_pump_tank_B202,valve_pump_tank_B203,valve_pump_tank_B204,init_state
0.0290092340975985,0.022,0.022,0.022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0330000001033,0.022,0.022,0.022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0330000001033,0.0290092340976549,0.022,0.022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0330000001033,0.0330000001033,0.022,0.022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0330000001033,0.0330000001033,0.0290092340976549,0.022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
0.0330000001033,0.0330000001033,0.0330000001033,0.022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
0.0219999998977998,0.0330000001033,0.0330000001033,0.0331283758433468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0442567375081346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0442651613111903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0442735851142458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0442820089173014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.044290432720357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0442988565234124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443072803264679,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443157041295232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443241279325785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443325517356341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443409755386895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443493993417444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443578231447998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443662469478549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0443746707509099,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.044383094553965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.04439151835702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.044399942160075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444083659631295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444167897661839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444252135692386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444336373722933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444420611753481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444504849784026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444589087814569,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444673325845111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444757563875655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444841801906198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0444926039936742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445010277967283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445094515997826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445178754028367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445262992058908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445347230089445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445431468119982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445515706150524,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445599944181064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.04456841822116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445768420242139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445852658272674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0445936896303208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446021134333744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446105372364278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446189610394814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446273848425348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446358086455881,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446442324486413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446526562516944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446610800547474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446695038578003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0446779276608531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.044686351463906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.044694775266959,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0447031990700117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0447116228730644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0447200466761174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.04472847047917,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0447368942822229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
0.0219999998977998,0.0219999998977997,0.0330000001033,0.0447453180852753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4
