,Unnamed: 0,mixer0.state_emptying_tank_B201.active,mixer0.state_emptying_tank_B202.active,mixer0.state_emptying_tank_B203.active,mixer0.state_emptying_tank_B204.active,mixer0.state_filling_tank_B201.active,mixer0.state_filling_tank_B202.active,mixer0.state_filling_tank_B203.active,mixer0.state_initialStep.active,mixer0.tank_B201.level,mixer0.tank_B202.level,mixer0.tank_B203.level,mixer0.tank_B204.level,mixer0.sensor_continuous_pressure_tank_B201.p,mixer0.sensor_continuous_pressure_tank_B202.p,mixer0.sensor_continuous_pressure_tank_B203.p,mixer0.sensor_continuous_pressure_tank_B204.p,mixer0.sensor_continuous_volumeFlowRate.V_flow,mixer0.sensor_continuous_volumeFlowRate.port_a.m_flow,mixer0.sensor_continuous_volumeFlowRate.port_b.m_flow,mixer0.pump_P101.N_in,mixer0.pump_n_in,mixer0.sensor_discrete_tank_B201_high.showActive,mixer0.sensor_discrete_tank_B201_low.showActive,mixer0.sensor_discrete_tank_B201_medium.showActive,mixer0.sensor_discrete_tank_B202_high.showActive,mixer0.sensor_discrete_tank_B202_low.showActive,mixer0.sensor_discrete_tank_B202_medium.showActive,mixer0.sensor_discrete_tank_B203_high.showActive,mixer0.sensor_discrete_tank_B203_low.showActive,mixer0.sensor_discrete_tank_B203_medium.showActive,mixer0.sensor_discrete_tank_B204_high.showActive,mixer0.sensor_discrete_tank_B204_low.showActive,mixer0.sensor_discrete_tank_B204_medium.showActive,mixer0.clogging_valve.opening,mixer0.leaking_valve.opening,mixer0.valve_in0.opening,mixer0.valve_in1.opening,mixer0.valve_in2.opening,mixer0.valve_out.opening,mixer0.valve_pump_tank_B201.opening,mixer0.valve_pump_tank_B202.opening,mixer0.valve_pump_tank_B203.opening,mixer0.valve_pump_tank_B204.opening
14,14,0,0,0,0,0,1,0,0,0.0330000001033,0.0324878255211154,0.0219999998977993,0.0591397291784853,100313.2481563336,100308.187346053,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.695323141748968e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15,15,0,0,0,0,0,1,0,0,0.0330000001033,0.0330000001033,0.0219999998977993,0.0591397291784853,100313.2481563336,100313.1950076083,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.73146730755269e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16,16,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0219999998977993,0.0591397291784853,100313.2481563336,100313.1950076083,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.73146730755269e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17,17,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0220000001022,0.0591397291784853,100313.2481563336,100313.1950076083,100205.5691022165,100569.1300948964,0.0,0.0,0.0,8.731475099053093e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,18,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0220000001022,0.0591397291784853,100313.2481563336,100313.1950076083,100205.5691022165,100569.1300948964,0.0,0.0,0.0,8.731475099053093e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19,19,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.022188742061319,0.0591397291784853,100313.2481563336,100313.1950076083,100207.4568443803,100569.1300948964,0.0,0.0,0.0,6.758021184043699e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,20,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.022188742061319,0.0591397291784853,100313.2481563336,100313.1950076083,100207.4568443803,100569.1300948964,0.0,0.0,0.0,6.758021184043699e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21,21,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.02288963837577,0.0591397291784853,100313.2481563336,100313.1950076083,100215.1625577148,100569.1300948964,0.0,0.0,0.0,2.699719255123872e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,22,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.02288963837577,0.0591397291784853,100313.2481563336,100313.1950076083,100215.1625577148,100569.1300948964,0.0,0.0,0.0,2.699719255123872e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,23,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0235905422772672,0.0591397291784853,100313.2481563336,100313.1950076083,100221.1225815122,100569.1300948964,0.0,0.0,0.0,1.117955023832285e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,24,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0235905422772672,0.0591397291784853,100313.2481563336,100313.1950076083,100221.1225815122,100569.1300948964,0.0,0.0,0.0,1.117955023832285e-21,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25,25,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0242914532356147,0.0591397291784853,100313.2481563336,100313.1950076083,100227.9763247579,100569.1300948964,0.0,0.0,0.0,4.492726743091913e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26,26,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0242914532356147,0.0591397291784853,100313.2481563336,100313.1950076083,100227.9763247579,100569.1300948964,0.0,0.0,0.0,4.492726743091913e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27,27,0,0,0,0,0,0,1,0,0.0330000001033,0.0330000001033,0.0242914532356147,0.0591397291784853,100313.2481563336,100313.1950076083,100227.9763247579,100569.1300948964,0.0,0.0,0.0,4.492726743091913e-22,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
