,Unnamed: 0,mixer0.state_emptying_tank_B201.active,mixer0.state_emptying_tank_B202.active,mixer0.state_emptying_tank_B203.active,mixer0.state_emptying_tank_B204.active,mixer0.state_filling_tank_B201.active,mixer0.state_filling_tank_B202.active,mixer0.state_filling_tank_B203.active,mixer0.state_initialStep.active,mixer0.tank_B201.level,mixer0.tank_B202.level,mixer0.tank_B203.level,mixer0.tank_B204.level,mixer0.sensor_continuous_pressure_tank_B201.p,mixer0.sensor_continuous_pressure_tank_B202.p,mixer0.sensor_continuous_pressure_tank_B203.p,mixer0.sensor_continuous_pressure_tank_B204.p,mixer0.sensor_continuous_volumeFlowRate.V_flow,mixer0.sensor_continuous_volumeFlowRate.port_a.m_flow,mixer0.sensor_continuous_volumeFlowRate.port_b.m_flow,mixer0.pump_P101.N_in,mixer0.pump_n_in,mixer0.sensor_discrete_tank_B201_high.showActive,mixer0.sensor_discrete_tank_B201_low.showActive,mixer0.sensor_discrete_tank_B201_medium.showActive,mixer0.sensor_discrete_tank_B202_high.showActive,mixer0.sensor_discrete_tank_B202_low.showActive,mixer0.sensor_discrete_tank_B202_medium.showActive,mixer0.sensor_discrete_tank_B203_high.showActive,mixer0.sensor_discrete_tank_B203_low.showActive,mixer0.sensor_discrete_tank_B203_medium.showActive,mixer0.sensor_discrete_tank_B204_high.showActive,mixer0.sensor_discrete_tank_B204_low.showActive,mixer0.sensor_discrete_tank_B204_medium.showActive,mixer0.clogging_valve.opening,mixer0.leaking_valve.opening,mixer0.valve_in0.opening,mixer0.valve_in1.opening,mixer0.valve_in2.opening,mixer0.valve_out.opening,mixer0.valve_pump_tank_B201.opening,mixer0.valve_pump_tank_B202.opening,mixer0.valve_pump_tank_B203.opening,mixer0.valve_pump_tank_B204.opening
26,26,0,0,1,0,0,0,0,0,0.0219999998977997,0.0219999998977998,0.0246478950918935,0.0564939299363056,100205.5691243823,100205.57169136,96174.2548543924,100543.1926526441,0.0001132852105441,0.1130812741629998,-0.1130812741629998,155.7529472252343,150,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
27,27,0,0,1,0,0,0,0,0,0.0219999998977997,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5691209917,100205.5716505691,96498.75135225667,100569.0921692239,0.0001078028196991,0.1076087587825365,-0.1076087587825365,148.8567755609257,150,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
28,28,0,0,0,0,1,0,0,0,0.0219999998977997,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5691209917,100205.5716505691,100205.5691202076,100569.0921692239,0.0,0.0,-0.0,148.8567755609257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29,29,0,0,0,0,1,0,0,0,0.0220000001022,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5691229957,100205.5716506092,100205.5691202108,100569.0921692239,0.0,0.0,-0.0,148.8567321498394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30,30,0,0,0,0,1,0,0,0,0.0220000001022,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5691229957,100205.5716506092,100205.5691202108,100569.0921692239,0.0,0.0,-0.0,148.8567321498394,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
31,31,0,0,0,0,1,0,0,0,0.0220000105922254,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5692256987,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,148.8545042675622,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
32,32,0,0,0,0,1,0,0,0,0.0220000105922254,0.0219999998977998,0.0219999998977993,0.0591397291784853,100205.5692256987,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,148.8545042675622,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
33,33,0,0,0,0,1,0,0,0,0.0224603552672615,0.0219999998977998,0.0219999998977993,0.0591397291784853,100210.3244378865,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,77.23028938053616,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
34,34,0,0,0,0,1,0,0,0,0.0224603552672615,0.0219999998977998,0.0219999998977993,0.0591397291784853,100210.3244378865,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,77.23028938053616,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
35,35,0,0,0,0,1,0,0,0,0.0231612538585557,0.0219999998977998,0.0219999998977993,0.0591397291784853,100216.9247243531,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,28.4384647563347,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36,36,0,0,0,0,1,0,0,0,0.0231612538585557,0.0219999998977998,0.0219999998977993,0.0591397291784853,100216.9247243531,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,28.4384647563347,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
37,37,0,0,0,0,1,0,0,0,0.0238621599074344,0.0219999998977998,0.0219999998977993,0.0591397291784853,100223.7784862338,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,10.47029429523443,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
38,38,0,0,0,0,1,0,0,0,0.0238621599074344,0.0219999998977998,0.0219999998977993,0.0591397291784853,100223.7784862338,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,10.47029429523443,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
39,39,0,0,0,0,1,0,0,0,0.0245630728977847,0.0219999998977998,0.0219999998977993,0.0591397291784853,100230.6321561876,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,3.854574736860492,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
40,40,0,0,0,0,1,0,0,0,0.0245630728977847,0.0219999998977998,0.0219999998977993,0.0591397291784853,100230.6321561876,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,3.854574736860492,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41,41,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.4857391063,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,1.419069025702996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42,42,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.4857391063,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,1.419069025702996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
43,43,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.4857391063,100205.5716508467,100205.5691202295,100569.0921692239,0.0,0.0,-0.0,1.419069025702996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.5203405603,100205.5691022909,100205.5691022909,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.5203384852,100205.5691002159,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0.0252639923602504,0.0219999998977998,0.0219999998977993,0.0591397291784853,100237.5203384852,100205.5691002159,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,0,0,0,0,1,0,0,0,0.0259648859742741,0.0219999998977998,0.0219999998977993,0.0591397291784853,100244.8301669226,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.203428937846602e-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,4,0,0,0,0,1,0,0,0,0.0259648859742741,0.0219999998977998,0.0219999998977993,0.0591397291784853,100244.8301669226,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.203428937846602e-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,5,0,0,0,0,1,0,0,0,0.0266657867302637,0.0219999998977998,0.0219999998977993,0.0591397291784853,100251.2276421416,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,4.864150332722028e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,0,0,0,0,1,0,0,0,0.0266657867302637,0.0219999998977998,0.0219999998977993,0.0591397291784853,100251.2276421416,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,4.864150332722028e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,7,0,0,0,0,1,0,0,0,0.0273666940482742,0.0219999998977998,0.0219999998977993,0.0591397291784853,100258.0812072158,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.9660453972637868e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
8,8,0,0,0,0,1,0,0,0,0.0273666940482742,0.0219999998977998,0.0219999998977993,0.0591397291784853,100258.0812072158,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.9660453972637868e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,9,0,0,0,0,1,0,0,0,0.0280676075215658,0.0219999998977998,0.0219999998977993,0.0591397291784853,100264.9346761888,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,7.946572744954419e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10,10,0,0,0,0,1,0,0,0,0.0280676075215658,0.0219999998977998,0.0219999998977993,0.0591397291784853,100264.9346761888,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,7.946572744954419e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,11,0,0,0,0,1,0,0,0,0.0287685267766883,0.0219999998977998,0.0219999998977993,0.0591397291784853,100271.7880735205,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.211934692057962e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12,12,0,0,0,0,1,0,0,0,0.0287685267766883,0.0219999998977998,0.0219999998977993,0.0591397291784853,100271.7880735205,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.211934692057962e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13,13,0,0,0,0,1,0,0,0,0.0294694514696046,0.0219999998977998,0.0219999998977993,0.0591397291784853,100278.6414025776,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.298236422690474e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14,14,0,0,0,0,1,0,0,0,0.0294694514696046,0.0219999998977998,0.0219999998977993,0.0591397291784853,100278.6414025776,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.298236422690474e-18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15,15,0,0,0,0,1,0,0,0,0.030170381283138,0.0219999998977998,0.0219999998977993,0.0591397291784853,100285.4946665316,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.247316130319229e-19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,16,0,0,0,0,1,0,0,0,0.030170381283138,0.0219999998977998,0.0219999998977993,0.0591397291784853,100285.4946665316,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.247316130319229e-19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17,17,0,0,0,0,1,0,0,0,0.0308713159244608,0.0219999998977998,0.0219999998977993,0.0591397291784853,100292.3478683721,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.1208801534654242e-19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18,18,0,0,0,0,1,0,0,0,0.0308713159244608,0.0219999998977998,0.0219999998977993,0.0591397291784853,100292.3478683721,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.1208801534654242e-19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19,19,0,0,0,0,1,0,0,0,0.0315722551224224,0.0219999998977998,0.0219999998977993,0.0591397291784853,100299.2010109151,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.572405715611161e-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20,20,0,0,0,0,1,0,0,0,0.0315722551224224,0.0219999998977998,0.0219999998977993,0.0591397291784853,100299.2010109151,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.572405715611161e-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21,21,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.0540968174,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.464874824244799e-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,22,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.0540968174,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.464874824244799e-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
23,23,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.0540968174,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.464874824244799e-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.1334951708,100205.5691022909,100205.5691022909,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.1334930958,100205.5691002159,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2,2,0,0,0,0,1,0,0,0,0.0322731986259403,0.0219999998977998,0.0219999998977993,0.0591397291784853,100306.1334930958,100205.5691002159,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,0,0,0,0,1,0,0,0,0.0329740914819578,0.0219999998977998,0.0219999998977993,0.0591397291784853,100313.2971760988,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.278517450458579e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,4,0,0,0,0,1,0,0,0,0.0329740914819578,0.0219999998977998,0.0219999998977993,0.0591397291784853,100313.2971760988,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.278517450458579e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5,5,0,0,0,0,1,0,0,0,0.0330000001033,0.0219999998977998,0.0219999998977993,0.0591397291784853,100313.5735490638,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.232535286315411e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,0,0,0,0,0,1,0,0,0.0330000001033,0.0219999998977998,0.0219999998977993,0.0591397291784853,100313.5735490638,100205.5691002169,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.232535286315411e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,7,0,0,0,0,0,1,0,0,0.0330000001033,0.0220000001022,0.0219999998977993,0.0591397291784853,100313.5735490638,100205.5691022165,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.232534927215002e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8,8,0,0,0,0,0,1,0,0,0.0330000001033,0.0220000001022,0.0219999998977993,0.0591397291784853,100313.5735490638,100205.5691022165,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.232534927215002e-17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9,9,0,0,0,0,0,1,0,0,0.0330000001033,0.0226749853283022,0.0219999998977993,0.0591397291784853,100313.5735490638,100212.6910738205,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.107386010921518e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10,10,0,0,0,0,0,1,0,0,0.0330000001033,0.0226749853283022,0.0219999998977993,0.0591397291784853,100313.5735490638,100212.6910738205,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.107386010921518e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11,11,0,0,0,0,0,1,0,0,0.0330000001033,0.0233758869613878,0.0219999998977993,0.0591397291784853,100313.5735490638,100219.0235350112,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.051870749737254e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,12,0,0,0,0,0,1,0,0,0.0330000001033,0.0233758869613878,0.0219999998977993,0.0591397291784853,100313.5735490638,100219.0235350112,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.051870749737254e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13,13,0,0,0,0,0,1,0,0,0.0330000001033,0.0240767958074739,0.0219999998977993,0.0591397291784853,100313.5735490638,100225.8773530427,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.243291468688671e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14,14,0,0,0,0,0,1,0,0,0.0330000001033,0.0240767958074739,0.0219999998977993,0.0591397291784853,100313.5735490638,100225.8773530427,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.243291468688671e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
15,15,0,0,0,0,0,1,0,0,0.0330000001033,0.0247777113736136,0.0219999998977993,0.0591397291784853,100313.5735490638,100232.7310332891,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.311698912685517e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16,16,0,0,0,0,0,1,0,0,0.0330000001033,0.0247777113736136,0.0219999998977993,0.0591397291784853,100313.5735490638,100232.7310332891,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.311698912685517e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17,17,0,0,0,0,0,1,0,0,0.0330000001033,0.0254786332557743,0.0219999998977993,0.0591397291784853,100313.5735490638,100239.5846294479,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.33855751864942e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,18,0,0,0,0,0,1,0,0,0.0330000001033,0.0254786332557743,0.0219999998977993,0.0591397291784853,100313.5735490638,100239.5846294479,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.33855751864942e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19,19,0,0,0,0,0,1,0,0,0.0330000001033,0.0261795609943637,0.0219999998977993,0.0591397291784853,100313.5735490638,100246.4381432287,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.410320469868617e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,20,0,0,0,0,0,1,0,0,0.0330000001033,0.0261795609943637,0.0219999998977993,0.0591397291784853,100313.5735490638,100246.4381432287,100205.5691002169,100569.1300948964,0.0,0.0,0.0,5.410320469868617e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21,21,0,0,0,0,0,1,0,0,0.0330000001033,0.0268804942150276,0.0219999998977993,0.0591397291784853,100313.5735490638,100253.291578847,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.1867791402376312e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22,22,0,0,0,0,0,1,0,0,0.0330000001033,0.0268804942150276,0.0219999998977993,0.0591397291784853,100313.5735490638,100253.291578847,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.1867791402376312e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,23,0,0,0,0,0,1,0,0,0.0330000001033,0.0275814325746787,0.0219999998977993,0.0591397291784853,100313.5735490638,100260.14494025,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.837913937196814e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,24,0,0,0,0,0,1,0,0,0.0330000001033,0.0275814325746787,0.0219999998977993,0.0591397291784853,100313.5735490638,100260.14494025,100205.5691002169,100569.1300948964,0.0,0.0,0.0,8.837913937196814e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
25,25,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.5735490638,100266.9982311356,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.5722460565926415e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,26,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.5735490638,100266.9982311356,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.5722460565926415e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27,27,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.5735490638,100266.9982311356,100205.5691002169,100569.1300948964,0.0,0.0,0.0,3.5722460565926415e-21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.2481584076,100267.06731049,100205.5691022909,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.2481563325,100267.067308415,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,2,0,0,0,0,0,1,0,0,0.0330000001033,0.0282823757582958,0.0219999998977993,0.0591397291784853,100313.2481563325,100267.067308415,100205.5691002159,100569.1300948964,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,3,0,0,0,0,0,1,0,0,0.0330000001033,0.0289832690099164,0.0219999998977993,0.0591397291784853,100313.2481563336,100274.3037586238,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.5724910706642464e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4,4,0,0,0,0,0,1,0,0,0.0330000001033,0.0289832690099164,0.0219999998977993,0.0591397291784853,100313.2481563336,100274.3037586238,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.5724910706642464e-18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5,5,0,0,0,0,0,1,0,0,0.0330000001033,0.0296841688348364,0.0219999998977993,0.0591397291784853,100313.2481563336,100280.7742436829,100205.5691002169,100569.1300948964,0.0,0.0,0.0,6.352415222961836e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,6,0,0,0,0,0,1,0,0,0.0330000001033,0.0296841688348364,0.0219999998977993,0.0591397291784853,100313.2481563336,100280.7742436829,100205.5691002169,100569.1300948964,0.0,0.0,0.0,6.352415222961836e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,7,0,0,0,0,0,1,0,0,0.0330000001033,0.0303850747323924,0.0219999998977993,0.0591397291784853,100313.2481563336,100287.627612234,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.5675682569037183e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
8,8,0,0,0,0,0,1,0,0,0.0330000001033,0.0303850747323924,0.0219999998977993,0.0591397291784853,100313.2481563336,100287.627612234,100205.5691002169,100569.1300948964,0.0,0.0,0.0,2.5675682569037183e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9,9,0,0,0,0,0,1,0,0,0.0330000001033,0.0310859863558835,0.0219999998977993,0.0591397291784853,100313.2481563336,100294.4809169023,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.0377869407581041e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10,10,0,0,0,0,0,1,0,0,0.0330000001033,0.0310859863558835,0.0219999998977993,0.0591397291784853,100313.2481563336,100294.4809169023,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.0377869407581041e-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11,11,0,0,0,0,0,1,0,0,0.0330000001033,0.0317869033845344,0.0219999998977993,0.0591397291784853,100313.2481563336,100301.3341606296,100205.5691002169,100569.1300948964,0.0,0.0,0.0,4.1946348590930414e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12,12,0,0,0,0,0,1,0,0,0.0330000001033,0.0317869033845344,0.0219999998977993,0.0591397291784853,100313.2481563336,100301.3341606296,100205.5691002169,100569.1300948964,0.0,0.0,0.0,4.1946348590930414e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13,13,0,0,0,0,0,1,0,0,0.0330000001033,0.0324878255211154,0.0219999998977993,0.0591397291784853,100313.2481563336,100308.187346053,100205.5691002169,100569.1300948964,0.0,0.0,0.0,1.695323141748968e-20,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
